Estado,por_des_15,po_per_pob,por_sin_seg,por_car_salud,por_car_alim,por_po_patr,gini,por_car_haci
Coahuila de Zaragoza,3.416990042,35.33220256,15.30657959,11.68813038,12.46790028,46.47750092,0.383037895,8.762960434
Chiapas,23.6406498,83.72146122,33.96171188,32.74411011,64.02890015,91.24150085,0.345195204,43.34495926
Chihuahua,13.53695965,87.19355875,25.09181023,21.31065941,57.34629822,85.33119965,0.472588301,21.48914909
Durango,4.287380219,62.84507967,31.06397057,23.10466003,15.07520008,50.395401,0.338007599,4.696489811
Guanajuato,5.081459999,37.78161452,29.16782951,27.81806946,13.98029995,45.46009827,0.425677687,7.677859783
Guerrero,41.1389389,89.54194144,38.33995819,38.60042953,72.14479828,93.09880066,0.364379793,58.26589966
Hidalgo,16.01524925,74.14977721,69.82142639,70.47969818,33.62860107,76.3062973,0.291870713,7.52767992
Jalisco,5.78042984,63.08054262,26.77235985,17.22595024,19.81189919,55.55070114,0.415463001,11.99615955
Mexico,0.961250007,22.44712926,31.56934929,30.36677933,8.732099533,38.13959885,0.380279213,2.651489973
Michoacan de Ocampo,13.37032986,66.80155099,53.07683945,59.49409866,26.03249931,64.54979706,0.363081515,14.16726971
Morelos,5.072000027,49.63124197,43.46969986,42.59291077,12.33440018,38.94260025,0.498429596,16.82224083
Nayarit,4.190750122,37.55511601,29.1196003,24.83182907,6.02519989,27.06609917,0.446486294,9.481049538
Nuevo Leon,5.410820007,31.0365147,40.52832031,38.90274048,5.111899853,25.71879959,0.47943899,8.852869987
Oaxaca,34.75112915,84.14223719,55.49222946,56.27346039,59.6548996,83.81749725,0.476688802,47.58454132
Puebla,8.409199715,85.07315215,47.41674042,50.24629974,31.92230034,70.32260132,0.3673127,23.00782013
San Luis Potosi,5.441050053,44.18851047,18.32782936,23.05357933,13.2553997,47.23540115,0.393725187,4.380209923
Sonora,5.04527998,53.03978884,32.7660408,31.45838928,10.54640007,34.65750122,0.420916706,17.04841995
Tamaulipas,6.465069771,58.57302248,20.00774956,19.96874046,26.63979912,64.76509857,0.358064413,10.19929981
Tlaxcala,7.208749771,77.26656752,20.2029705,17.0591507,18.04339981,54.81299973,0.335253209,12.56649017
Veracruz de Ignacio de la Llave,38.98612976,91.25228728,6.982900143,6.971899986,60.99720001,90.11750031,0.316183686,33.29516983
Yucatan,9.840950012,57.708951,28.95696068,29.07093048,11.22949982,42.80749893,0.353112906,22.92707062
Zacatecas,5.216149807,61.20668959,39.69102859,35.9541893,11.95880032,44.15850067,0.408770114,3.153660059
Coahuila de Zaragoza,3.780070066,30.17103599,22.19416046,33.55007172,4.834799767,26.20770073,0.363775313,8.224969864
Chiapas,14.93704987,77.90215951,29.80998039,20.48222923,50.15480042,83.37640381,0.399019986,20.78050995
Chihuahua,2.679409981,21.39198245,19.35477066,15.65968037,5.847899914,30.80039978,0.377434313,4.376200199
Durango,5.174540043,65.10263883,31.9774704,29.92971039,16.2935009,52.97090149,0.347297788,5.484650135
Guanajuato,7.389760017,54.61259943,48.34090042,39.83805847,8.189299583,36.8022995,0.394828886,2.88203001
Guerrero,16.04895973,74.43303896,56.2374115,51.52431107,32.95769882,68.16600037,0.4035393,31.70718002
Hidalgo,5.081500053,49.56259335,32.89661026,31.06735992,8.211099625,34.59339905,0.370218903,7.659180164
Jalisco,7.92730999,53.66044443,24.33526993,13.49409008,8.85739994,33.84080124,0.402650595,8.454299927
Mexico,12.15872955,66.23936534,24.10570908,18.56583977,29.94009972,67.04859924,0.390490592,13.96980953
Michoacan de Ocampo,22.83575058,81.11321298,49.8067894,52.87387848,42.82820129,78.90859985,0.353455186,21.34029007
Morelos,9.762980461,49.96241367,18.61309052,16.4956398,13.56709957,42.8512001,0.4365969,18.90712929
Nuevo Leon,2.002010107,24.15630707,21.84435081,17.05670929,7.862299919,39.19950104,0.365171611,5.404809952
Oaxaca,14.97780037,63.49237197,34.21968079,29.24844933,21.15609932,55.10219955,0.377546489,15.48692036
Puebla,9.378809929,55.56467335,38.19218063,38.35731888,23.93190002,60.78860092,0.34437719,14.73328018
San Luis Potosi,9.065899849,67.55126675,28.83499908,31.71775055,33.45349884,72.69110107,0.3756212,13.20337009
Sonora,6.528419971,50.18790726,36.38003159,37.82051086,6.476500034,29.70929909,0.459698707,8.402819633
Tamaulipas,5.825359821,38.66064893,10.37205029,8.93173027,11.17529964,44.45560074,0.402411997,9.426609993
Tlaxcala,6.581580162,69.34523658,26.74279022,27.02703094,14.27770042,47.51689911,0.352072597,11.26910019
Veracruz de Ignacio de la Llave,8.532099724,64.99354554,28.51736069,30.30701065,16.8307991,48.70550156,0.385330886,16.96842003
Yucatan,22.07304955,80.64149856,25.06287956,22.78376007,54.15940094,84.77300262,0.372043103,45.35157013
Zacatecas,10.90610027,85.65019506,46.2041893,48.07968903,45.82160187,79.79940033,0.367975295,16.32653046
Coahuila de Zaragoza,3.076169968,30.55859453,16.65353966,15.83401966,12.04399967,47.90859985,0.34224081,7.812150002
Chiapas,33.70682144,96.8495757,48.37099838,49.61141968,83.2154007,97.71980286,0.311564296,58.50019073
Chihuahua,7.02655983,50.76751563,16.52352905,16.65493011,7.993400097,36.67559814,0.350506395,1.654929996
Durango,4.575910091,64.47327906,36.86893082,28.64349937,15.02340031,48.97219849,0.360999793,5.020750046
Guanajuato,13.38967037,74.94324559,19.78133011,16.65168953,39.32640076,75.22640228,0.454576492,12.23948002
Guerrero,21.60366058,74.46127779,53.39799118,62.09595108,41.2132988,73.24880219,0.433836102,33.56583023
Hidalgo,6.724490166,44.23908374,31.86551094,29.51882935,8.064599991,35.84479904,0.405881107,7.891439915
Jalisco,7.093689919,55.76595025,39.99230957,37.01813889,17.9673996,51.77149963,0.443801403,19.72862053
Mexico,2.590790033,39.82491893,32.50699997,29.00139046,3.382400036,21.22920036,0.424704403,10.17131996
Michoacan de Ocampo,10.57026958,50.50539087,39.97145844,49.74581146,17.15239906,51.77399826,0.400345802,6.136060238
Morelos,8.055890083,74.7558139,49.01243973,55.3702507,33.55680084,70.08390045,0.422065288,13.35221004
Nuevo Leon,5.277239799,40.24388391,23.67527962,23.57655907,5.181499958,25.18650055,0.416438311,8.811300278
Oaxaca,9.857139587,67.91955233,13.27945042,13.64733982,22.50959969,61.36429977,0.324454099,9.299519539
Puebla,16.58997917,88.41319744,47.82609177,46.9278183,48.7276001,85.08570099,0.307128012,19.31848907
San Luis Potosi,12.65911007,79.32026698,23.66119957,19.60836029,46.21870041,82.44339752,0.332222193,14.59620953
Sonora,4.624279976,50.61032809,23.17328072,23.08510971,10.33069992,40.93970108,0.413995087,3.723400116
Tamaulipas,3.025279999,37.0027811,25.86178017,22.67477036,12.00549984,45.64419937,0.390134692,7.647850037
Tlaxcala,4.335179806,43.05223407,47.92506027,48.61011124,10.91880035,43.0243988,0.364052713,10.48736
Veracruz de Ignacio de la Llave,19.44593048,79.06169581,39.53047943,42.79101181,37.06399918,70.28659821,0.406548113,28.95557976
Yucatan,21.4981308,89.97789735,8.073040009,8.056170464,66.30940247,92.36160278,0.311930001,46.31682968
Zacatecas,3.842070103,73.0562891,24.56311035,25.01312065,18.79520035,58.50719833,0.374029607,7.318120003
Coahuila de Zaragoza,5.906260014,46.15642165,25.77564049,20.6967907,12.20660019,41.83879852,0.377366096,7.733170033
Chiapas,42.46979141,94.77394789,55.15525055,55.45199966,73.90000153,95.0082016,0.316555798,40.93695068
Chihuahua,5.058469772,39.65460224,47.74269867,50.12062836,12.23900032,40.04050064,0.3841075,13.12827015
Durango,6.594860077,74.76397024,31.67893982,28.21006012,52.3769989,83.44619751,0.401933789,22.20779991
Guanajuato,11.47463036,67.54771814,35.81861877,36.11460114,31.35680008,68.94909668,0.417865098,12.24044037
Guerrero,23.21513939,81.13140329,38.56184006,34.93001175,38.66199875,72.05020142,0.464734197,31.05254936
Hidalgo,7.02507019,55.49509301,34.17007828,30.94882011,11.27070045,42.25960159,0.426904291,4.924280167
Jalisco,4.217860222,21.73586677,27.57971954,25.8709507,9.132100105,36.16260147,0.422096193,6.45965004
Mexico,5.070000172,57.25299922,44.83218002,41.75236893,33.20640182,71.82810211,0.37746039,10.91224957
Michoacan de Ocampo,13.61779976,64.98677656,56.97243118,62.73995972,18.02630043,55.08259964,0.365436405,4.941100121
Morelos,7.630259991,67.28072697,36.51295853,52.41746902,21.74900055,56.4070015,0.442917287,9.503170013
Nuevo Leon,4.545450211,25.86595286,18.24588966,18.58190918,5.360499859,25.16160011,0.396652609,8.801959991
Oaxaca,6.350309849,62.82428862,55.30714035,51.18807983,22.49189949,56.89300156,0.390897095,12.38208008
Puebla,19.48756027,89.27334871,68.91056061,79.73953247,59.35169983,89.95760345,0.309582412,32.84103012
San Luis Potosi,15.07791042,68.30054644,30.0503006,19.26519966,28.6760006,66.78959656,0.370752513,13.00601006
Sonora,2.149179935,34.5088951,12.74755955,13.06532955,3.94020009,23.33720016,0.434660107,1.902369976
Tamaulipas,7.795300007,58.41838953,28.9624691,27.2455101,19.53820038,54.34400177,0.395862103,11.9990797
Tlaxcala,4.640629768,65.16623172,54.10863113,55.2885704,18.34180069,53.63550186,0.380721599,10.97272968
Veracruz de Ignacio de la Llave,20.31893921,81.88435915,56.14191055,63.58287811,40.39210129,78.09290314,0.342304409,17.06912994
Yucatan,12.83502007,55.297324,29.49226952,27.02984047,9.566200256,39.52059937,0.350764006,15.30187035
Zacatecas,6.616509914,37.09705456,25.69195938,24.18750954,6.443099976,30.62529945,0.471613199,1.744089961
Coahuila de Zaragoza,5.134990215,34.61724732,18.33659935,19.9276104,18.13360023,55.10739899,0.386852801,9.65501976
Chiapas,34.29373169,96.13381246,15.06886959,15.12475967,86.3647995,98.14019775,0.3147479,53.99422836
Chihuahua,2.917949915,51.70826554,15.77342987,12.28571033,8.033200264,36.17819977,0.435253114,1.904760003
Durango,3.991499901,52.30309038,21.70002937,5.723730087,17.1439991,51.39120102,0.412524015,7.886030197
Guanajuato,13.0627203,58.78320857,28.19411087,26.60518074,17.62730026,53.85409927,0.399024487,6.385240078
Guerrero,20.88167,84.5195369,48.3801918,65.1395874,57.07789993,86.88600159,0.348416805,27.75147057
Hidalgo,9.509039879,57.47398234,33.97742081,28.52664948,30.54759979,68.57579803,0.345980793,10.13584042
Jalisco,7.126570225,52.19453713,32.82646942,32.84698868,7.081099987,32.21030045,0.406774402,6.934150219
Mexico,1.424620032,23.13898004,31.89513016,32.20056152,8.591799736,38.56010056,0.379907101,3.511250019
Michoacan de Ocampo,13.92854023,72.81119115,45.55978012,45.29150009,34.3742981,67.96430206,0.452766806,12.31142998
Morelos,9.040519714,49.85219068,29.67411041,26.99255943,16.30349922,49.292099,0.403442293,10.71903038
Nuevo Leon,7.350689888,68.41971456,10.33321953,9.440030098,42.68780136,76.26239777,0.399921089,17.05693054
Oaxaca,35.87582016,92.21599364,49.97399902,50.46456146,56.167099,88.05670166,0.318497807,27.36926079
Puebla,23.94775009,76.00679958,50.58078003,52.76836014,31.22270012,71.59320068,0.313253194,16.61017036
San Luis Potosi,10.77943039,61.78563849,26.09873009,18.00834084,27.12579918,65.83039856,0.41598931,9.940170288
Sonora,1.333330035,42.27518887,17.95817947,17.92573929,9.11400032,40.0367012,0.338565886,4.481430054
Tamaulipas,4.26914978,41.34648268,35.76229095,31.76275063,3.110500097,19.76379967,0.459679902,2.7161901
Tlaxcala,4.399779797,40.18999745,38.9485817,36.76861954,8.159500122,32.98339844,0.445831388,5.377160072
Veracruz de Ignacio de la Llave,19.54188919,85.95756203,41.31253052,43.55384064,45.64110184,80.8022995,0.341594905,10.92891979
Yucatan,23.80952072,83.61408793,11.27700043,11.37318039,42.23210144,79.84349823,0.313402504,23.16640091
Zacatecas,5.890480042,64.55783436,33.61108017,30.13591003,24.09000015,60.82709885,0.430786908,13.01482964
Coahuila de Zaragoza,2.136539936,24.01377654,20.95926094,20.17032051,9.975199699,42.69100189,0.359645307,4.048220158
Chiapas,19.48332024,84.80506841,20.69013023,18.18958092,66.43730164,91.56069946,0.342995197,14.20032024
Chihuahua,3.979180098,51.18831785,11.57236004,10.84162045,5.044499874,28.06819916,0.433708906,3.237930059
Durango,6.666669846,67.04011776,24.03145981,24.09565926,20.89209938,58.46519852,0.361489713,7.298830032
Guanajuato,6.977210045,55.24685343,27.58049011,29.21542931,19.26320076,56.11849976,0.366979897,11.44878006
Guerrero,22.11961937,83.53340323,43.85709,40.37545013,58.36399841,86.77919769,0.381352514,51.24909973
Hidalgo,23.05875015,77.16735123,27.82811928,26.85637093,44.49290085,78.64330292,0.406251103,9.034310341
Jalisco,5.416409969,52.24287585,23.79636002,25.94261932,10.20489979,37.55590057,0.437151313,4.905340195
Mexico,4.211030006,53.94582659,52.29549026,50.23284912,27.68250084,63.49319839,0.411159009,14.96854973
Michoacan de Ocampo,16.23994064,69.30989745,62.87714005,61.91701889,29.37269974,65.08529663,0.392266095,19.40369987
Morelos,9.342009544,52.52761975,26.19395065,27.83444977,22.92490005,59.80279922,0.430950999,14.24709988
Nuevo Leon,1.490020037,24.38494191,16.04512978,16.81422997,4.417699814,30.57559967,0.335521013,14.30821991
Oaxaca,17.37776947,81.64556466,53.47140884,57.80878067,27.29649925,62.97269821,0.392544389,28.03675079
Puebla,16.16852951,75.74872531,31.70611954,30.30713081,38.21609879,74.17810059,0.365168095,15.66053009
San Luis Potosi,7.925069809,70.92716909,28.88705063,24.17737961,29.91939926,69.5632019,0.407575399,8.644410133
Sonora,3.280529976,33.43987739,21.4664402,18.8172493,17.22540092,52.94380188,0.376658887,9.141070366
Tamaulipas,3.256520033,43.98942143,32.1117897,26.48973083,11.86629963,43.31669998,0.408767313,4.935329914
Tlaxcala,9.783949852,77.66047265,50.61983871,49.817379,31.87770081,71.53430176,0.381290406,19.75210953
Veracruz de Ignacio de la Llave,35.51462936,91.91103632,49.74858093,56.86774063,59.34659958,89.65779877,0.313447505,25.30730057
Yucatan,10.49580002,79.55269751,11.96113968,11.78415966,35.49340057,74.65200043,0.325175196,25.32560921
Zacatecas,6.923719883,63.53422381,31.61680984,23.99563026,14.59150028,49.95949936,0.386792094,5.629950047
Coahuila de Zaragoza,4.599100113,27.59969387,20.81773949,20.70524025,7.329599857,34.42490005,0.353753,4.008440018
Chiapas,34.04018021,95.63253802,31.38378906,32.38951874,79.03749847,96.15809631,0.333692312,54.4471283
Chihuahua,6.279809952,49.59149423,11.4365797,11.63613033,8.055399895,36.15330124,0.406583995,2.346509933
Durango,5.58258009,83.66406192,26.88537979,26.60168076,43.4978981,75.10469818,0.432742298,17.29099083
Guanajuato,11.28264999,65.584406,17.13706017,15.12921047,32.29740143,72.05999756,0.390554011,12.87495041
Guerrero,23.76158905,73.54953438,76.94741058,85.70603943,48.22069931,83.57980347,0.339016587,15.20610046
Hidalgo,24.70375061,84.34837902,34.90882874,8.174889565,56.50019836,89.54989624,0.306696802,19.68338966
Jalisco,10.12835979,71.25952197,36.49081039,35.35456848,12.56309986,44.00230026,0.360735387,7.690989971
Mexico,11.46584034,65.76730652,26.46727943,15.69075966,26.90539932,64.68299866,0.370037407,10.23406982
Michoacan de Ocampo,12.5802002,78.3730095,45.68392944,49.87234116,44.80680084,80.01609802,0.385095,19.07032013
Morelos,6.946589947,52.74663461,42.06613159,47.25136948,13.72809982,44.36169815,0.39201951,10.21345043
Nuevo Leon,1.884940028,13.17340007,21.44952011,21.25741005,7.197199821,35.48329926,0.38572371,3.663049936
Oaxaca,16.74378967,73.7507947,40.93856812,28.04636955,38.56560135,74.21929932,0.392667413,17.11236954
Puebla,17.18766975,80.12235117,61.2818718,62.04782104,35.34469986,74.72000122,0.330378205,13.99631977
San Luis Potosi,14.66318989,88.01792683,38.29605865,50.58200836,60.54899979,90.26920319,0.307484299,22.3941803
Sonora,6.21860981,57.64012937,21.5096302,27.58210945,25.20059967,57.05530167,0.433582813,27.62919998
Tamaulipas,16.62571907,78.99106289,7.455890179,7.411759853,48.15430069,83.09600067,0.321945101,16.02940941
Tlaxcala,3.940890074,54.17268013,34.76736832,32.0483017,10.49800014,37.77270126,0.390686899,11.00032997
Veracruz de Ignacio de la Llave,6.280799866,48.15755289,43.09849167,47.47719955,14.90559959,49.44929886,0.41892001,10.13866043
Yucatan,16.8346405,56.63148163,22.4706192,22.70998001,11.54590034,43.85889816,0.349561393,19.49077988
Zacatecas,10.28547955,72.66511404,39.93711853,40.51599884,26.29980087,65.38880157,0.336465687,6.104330063
Coahuila de Zaragoza,3.192820072,27.05973274,17.49381065,21.42513084,9.369799614,40.05879974,0.406924605,2.470129967
Chiapas,14.22577,68.50320078,43.33526993,55.25873184,34.40129852,70.87609863,0.465637892,31.7630806
Chihuahua,25.05184937,83.19762049,36.4829216,72.19494629,53.55179977,79.16200256,0.507462382,36.76091003
Durango,8.1167202,75.96438829,29.24163055,32.63698959,37.78609848,77.26180267,0.367799401,11.65032959
Guanajuato,7.324180126,41.12219738,27.56125069,23.34090042,13.4527998,46.34700012,0.422163188,7.030340195
Guerrero,26.93585014,68.45143915,67.52851868,67.18315125,35.07360077,72.40390015,0.390305787,28.76350975
Hidalgo,33.25518036,86.34700334,15.58374977,14.56651974,49.54859924,82.8839035,0.336013407,24.42630959
Jalisco,16.89772034,85.73876081,16.04318047,16.70346069,39.28250122,71.43959808,0.438526005,28.67596054
Mexico,2.11461997,40.89671125,24.13187027,28.33766937,6.568799973,30.81459999,0.390555888,10.56155014
Michoacan de Ocampo,17.42925072,54.0935732,28.68757057,31.45360947,26.03009987,66.96450043,0.3406398,5.931250095
Morelos,6.809840202,74.19049251,44.17462158,42.4716301,24.26169968,60.48860168,0.442035913,18.46095085
Nuevo Leon,6.136509895,39.32301358,29.50738907,30.13555908,6.652299881,32.17440033,0.368267894,5.787280083
Oaxaca,37.43732834,90.58640409,69.81285858,71.55536652,49.4095993,84.3809967,0.329809904,25.1585598
Puebla,15.98250008,75.36836415,54.05794144,52.55599976,45.72309875,83.45999908,0.29463011,12.40666008
San Luis Potosi,14.54545021,66.48039173,26.44774055,27.90340042,25.43729973,61.01350021,0.41904971,11.99845982
Sonora,2.541779995,40.91984666,28.55654907,28.64871025,4.617300034,26.30809975,0.389067501,5.928460121
Tamaulipas,2.73958993,37.57027562,27.96113968,25.29533005,14.38220024,50.30810165,0.375494212,5.83743
Tlaxcala,9.759110451,69.8747693,54.38238144,57.31307983,11.9375,42.51890182,0.367968887,14.65133953
Veracruz de Ignacio de la Llave,25.02504921,88.35313351,80.75724792,46.02740097,53.98460007,84.23000336,0.401103586,15.87709999
Yucatan,8.240059853,51.60667377,12.20952034,8.383600235,9.474699974,35.70650101,0.409236193,14.73593998
Zacatecas,12.37440014,71.78142553,33.54621124,33.69935989,25.11240005,64.68830109,0.357713908,9.01515007
Coahuila de Zaragoza,2.342040062,23.69409,18.93437958,20.17230988,9.504899979,41.36660004,0.372198403,5.548689842
Chiapas,26.37247086,89.03023764,27.54857063,20.87508965,48.11800003,83.56800079,0.348507792,38.97473907
Chihuahua,4.617199898,51.5819694,29.6686306,25.76271057,8.992400169,35.90129852,0.3717013,11.41837978
Durango,4.99698019,64.48130478,24.92618942,21.31608009,20.84749985,57.87049866,0.369977206,8.927760124
Guanajuato,11.88105011,59.71732499,30.9095993,23.53240013,20.09749985,57.66460037,0.382394701,10.9718399
Guerrero,31.5665493,82.21780472,54.77687836,60.56781006,57.84590149,87.92259979,0.364033103,30.7126503
Hidalgo,21.28976059,66.65082857,34.99938965,12.98917007,36.61389923,71.88210297,0.463822514,18.46441078
Jalisco,8.234560013,47.47692294,45.27867126,45.18692017,16.18530083,50.21680069,0.356647491,4.485980034
Mexico,2.699019909,51.28120069,54.56454849,56.19316101,5.647600174,27.46559906,0.414930403,11.32600021
Michoacan de Ocampo,8.446350098,49.26585493,45.32709885,51.45804977,9.802800179,40.57690048,0.381476998,5.383580208
Morelos,7.27974987,49.00635779,38.1338501,37.21675873,16.68729973,45.57170105,0.430956006,17.31928062
Nuevo Leon,5.263160229,26.25506656,22.08280945,22.40823936,5.316400051,26.85740089,0.435269594,17.96523094
Oaxaca,19.35507965,78.62693102,38.79262161,37.54368973,35.71730042,72.48059845,0.378363788,16.4177494
Puebla,32.30059052,91.06635372,90.10501099,90.34114075,59.83929825,91.02130127,0.291787595,22.42374039
San Luis Potosi,2.737590075,28.93550407,24.42738914,20.94676018,9.345999718,35.95090103,0.429904908,2.987279892
Sonora,2.419349909,36.02651967,18.43478012,18.4021492,4.499000072,23.83909988,0.391526192,3.411129951
Tamaulipas,9.284819603,56.6640062,12.45193958,12.51500988,18.19490051,54.40010071,0.340629011,8.88354969
Tlaxcala,5.655600071,59.15194488,49.16247177,50.94311905,22.96969986,60.65480042,0.373128712,14.04848003
Veracruz de Ignacio de la Llave,3.276279926,32.3218961,30.70449066,30.98341942,9.517399788,36.87670135,0.453862101,9.884010315
Yucatan,5.132540226,46.4374497,12.22087002,12.42702007,18.44120026,55.52330017,0.360218495,17.6814003
Zacatecas,8.648059845,57.74303119,37.57740021,37.69778824,26.70759964,64.83110046,0.397549093,7.238920212
Coahuila de Zaragoza,5.169340134,23.95671694,19.87899971,19.95413017,5.594399929,30.19809914,0.418796986,3.165139914
Chiapas,13.39869022,78.16898498,41.86927032,42.93521118,36.85169983,74.24250031,0.3816607,26.81498909
Chihuahua,21.31362915,89.81146939,39.55027008,25.66362953,65.00430298,88.57319641,0.411240608,27.05690956
Durango,6.006599903,65.04835913,29.11507988,28.87828064,22.75379944,62.46210098,0.312894106,5.918849945
Guanajuato,14.86083031,72.81029018,18.45941925,18.96072006,39.65869904,76.15070343,0.391105205,11.46348953
Guerrero,7.826650143,50.21919299,42.99200821,47.44839859,21.93280029,54.04309845,0.473803014,22.65587044
Hidalgo,7.975709915,57.815812,25.88298988,26.49827957,15.77610016,49.07419968,0.44020921,8.51196003
Jalisco,10.99353981,69.54249531,32.94184113,31.29133987,24.92490005,64.26679993,0.324186087,6.241010189
Mexico,2.66170001,43.01374246,40.05587006,35.54885864,16.84950066,52.97679901,0.371458799,8.308959961
Michoacan de Ocampo,18.53783035,82.62954614,39.99721909,20.74069023,42.86230087,77.24739838,0.378214091,35.79182053
Morelos,6.493430138,52.0074345,33.8086586,35.78662872,19.24679947,49.64440155,0.410518706,15.58275986
Nuevo Leon,3.644599915,33.37624697,21.17443085,21.25535011,5.271900177,27.47929955,0.444355398,6.395140171
Oaxaca,45.51570129,89.99233529,50.69200134,51.38188171,63.64640045,90.48400116,0.373267114,33.49385834
Puebla,26.77430916,77.22956482,47.48088074,47.71873093,43.4673996,78.83869934,0.360221297,29.70429993
San Luis Potosi,21.74362946,82.68629186,27.66665077,27.40546036,46.45220184,82.2806015,0.331346691,11.66864967
Sonora,3.483330011,28.8810605,20.29886055,15.22984028,13.68089962,44.62039948,0.417358011,11.32876968
Tamaulipas,8.527299881,57.46294704,18.56966019,19.68885994,17.45730019,50.78250122,0.448052585,10.93342972
Tlaxcala,2.950050116,50.4343106,43.96271133,46.3823204,9.851699829,39.51850128,0.365675211,7.244410038
Veracruz de Ignacio de la Llave,30.76409912,93.98816731,63.46197891,73.24536133,71.31340027,94.36630249,0.316570014,29.28758049
Yucatan,10.40369034,70.86146296,10.53345013,9.080329895,21.69960022,57.6413002,0.420919687,20.69099045
Zacatecas,4.246580124,77.59130077,37.72874069,39.2506218,18.67539978,54.92300034,0.402447999,7.857679844
Coahuila de Zaragoza,2.128859997,23.46493754,20.99684906,19.4479599,7.1947999,33.22520065,0.415872604,2.671930075
Chiapas,17.79034996,89.81776185,49.10995102,60.40748978,61.72200012,89.75589752,0.344618708,29.3243103
Chihuahua,18.23406982,83.69965323,28.93976974,23.24533081,53.55239868,79.09369659,0.544512928,26.69902992
Durango,4.223110199,68.44009156,24.57578087,24.9553299,21.42280006,61.35020065,0.309367299,4.76473999
Guanajuato,13.25401974,68.07043916,18.56720924,14.00930023,42.1413002,78.06539917,0.408229798,14.25817966
Guerrero,18.86001968,76.93967235,50.04708862,37.55718994,40.34780121,73.9559021,0.426083505,35.62432861
Hidalgo,9.815739632,62.11062971,37.52996063,37.83842087,25.00119972,61.50970078,0.445785493,6.869190216
Jalisco,4.150899887,48.08062814,49.03049088,46.9160614,12.42310047,41.47919846,0.426224113,12.58238983
Mexico,2.359149933,55.53373498,65.36657715,64.58262634,19.46820068,57.28509903,0.383152395,11.67288971
Michoacan de Ocampo,13.88743019,58.47537436,57.09062958,55.71416855,16.26140022,52.41630173,0.367610306,5.181799889
Morelos,7.360980034,60.60538172,44.10049057,39.89665985,20.03210068,55.81119919,0.390603393,16.6319294
Nuevo Leon,7.490039825,44.63217615,11.41090012,11.5428896,23.76339912,58.96760178,0.39320451,11.91709995
Oaxaca,8.310950279,32.41647078,22.82792091,24.45220947,4.138800144,18.2996006,0.462712109,6.806529999
Puebla,29.15888023,89.19929394,94.59102631,95.23161316,50.04339981,86.29440308,0.288564593,21.6142292
San Luis Potosi,14.10859966,65.55689193,30.55250931,26.93276978,31.63330078,73.01360321,0.311668605,9.201680183
Sonora,2.094909906,25.36530566,22.64827919,21.80759048,11.0152998,41.98210144,0.404421687,6.524149895
Tamaulipas,6.788099766,61.78889814,16.8830204,17.21311951,15.13160038,47.90110016,0.395359099,14.74643993
Tlaxcala,10.76167965,78.16120243,23.82576942,25.88426971,32.47359848,72.34290314,0.314284295,14.3808403
Veracruz de Ignacio de la Llave,10.50430012,47.11619585,39.68357086,36.19488144,22.83130074,54.87519836,0.443590611,15.76891994
Yucatan,21.9869709,81.98328384,7.740109921,7.630060196,46.2983017,81.4835968,0.329187214,33.94150162
Zacatecas,6.313000202,57.62783524,46.26335144,46.4500618,10.0703001,40.25289917,0.380720913,5.695950031
Coahuila de Zaragoza,2.345400095,25.12779259,20.60137939,23.60646057,6.293399811,35.55860138,0.358136088,3.609329939
Chiapas,33.19802094,95.29305157,35.44382095,36.83980942,80.88760376,96.45870209,0.341828287,53.5044899
Chihuahua,5.918970108,47.6642253,34.96442032,36.70524979,13.58619976,42.61230087,0.441769511,12.09300995
Durango,4.377170086,73.47383563,30.71541023,33.78377914,26.44549942,67.79019928,0.331235796,5.968470097
Guanajuato,8.107789993,50.93890495,30.12944031,29.24916077,15.75759983,49.76589966,0.408088386,7.661880016
Guerrero,19.88582039,84.42893658,74.13108826,90.56337738,59.14910126,88.42710114,0.358269811,22.64789009
Hidalgo,16.66124916,62.79038153,14.92502022,13.2672596,22.91570091,59.97480011,0.447386712,4.395780087
Jalisco,14.51078033,85.77689513,16.52082062,16.33152008,43.13830185,77.34010315,0.370971203,20.29891014
Mexico,4.509039879,62.69767501,54.29528046,55.39683914,37.22050095,76.10030365,0.366868496,21.80406952
Michoacan de Ocampo,15.48781967,74.23394074,46.35589981,40.23387909,40.39759827,79.3832016,0.308537304,10.18330956
Morelos,5.576539993,40.3523876,30.3624897,28.56612968,9.313099861,37.40579987,0.415460497,9.649720192
Nuevo Leon,1.606179953,25.92055604,20.38915062,16.8288002,8.593899727,43.14960098,0.326891601,4.633329868
Oaxaca,29.65884972,82.32101612,45.02853012,36.16579056,45.64709854,78.93840027,0.373847008,13.05793953
Puebla,21.8173008,76.56240424,64.74359131,65.36978149,38.51929855,75.99259949,0.358013093,13.95022964
San Luis Potosi,30.08403015,92.00766573,62.31517029,14.11806011,62.55830002,90.33260345,0.328487813,39.04360962
Sonora,3.34029007,51.82310772,25.70369911,25.78947067,13.62310028,44.01599884,0.356074303,9.699250221
Tamaulipas,9.011159897,69.3144927,10.91921997,10.73902988,26.49370003,65.2888031,0.34331581,7.736720085
Tlaxcala,5.205770016,58.71642554,32.73295975,33.99188995,12.1097002,46.26750183,0.373757213,7.347350121
Veracruz de Ignacio de la Llave,20.00175095,82.1872412,34.70851135,30.22823906,37.69020081,75.49250031,0.32223469,12.44692039
